Fall,Term Code,College,Dept.,Degree,Major Code,Major Name,Conc. Code,Conc. Name,Total,Male,Female,Unknown,Academic Program Code
2015.0,120158.0,KP ,227.0,BS ,5163.0,Agricultural & Biological Engr ,5270 ,Agricultural Engineering ,17.0,14.0,3.0,0.0,10KP5163BS
2015.0,120158.0,KP ,227.0,BS ,5163.0,Agricultural & Biological Engr ,5271 ,Biological Engineering ,15.0,11.0,4.0,0.0,10KP5163BS
2015.0,120158.0,KP ,227.0,BS ,5163.0,Agricultural & Biological Engr ,  ,  ,31.0,22.0,9.0,0.0,10KP5163BS
2015.0,120158.0,KV ,241.0,BALAS ,340.0,Anthropology ,5043 ,Socioculturl & Linguistic Anth ,3.0,2.0,1.0,0.0,10KV5043BALA
2015.0,120158.0,KV ,241.0,BALAS ,340.0,Anthropology ,  ,  ,7.0,1.0,6.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,241.0,BSLAS ,5348.0,Computer Sci & Anthropology ,  ,  ,1.0,0.0,1.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,241.0,BSLAS ,5348.0,Computer Sci & Anthropology ,  ,  ,10.0,8.0,2.0,0.0,10KV5348BSLA
2015.0,120158.0,KV ,241.0,BALAS ,340.0,Anthropology ,  ,  ,75.0,24.0,51.0,0.0,10KV0340BALA
2015.0,120158.0,KP ,244.0,BS ,121.0,Engineering Physics ,  ,  ,248.0,218.0,30.0,0.0,10KP0121BS
2015.0,120158.0,KP ,251.0,BS ,106.0,Civil Engineering ,  ,  ,730.0,536.0,194.0,0.0,10KP0106BS
2015.0,120158.0,KV ,253.0,BSLAS ,334.0,Atmospheric Sciences ,  ,  ,3.0,2.0,1.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,253.0,BSLAS ,334.0,Atmospheric Sciences ,  ,  ,62.0,34.0,28.0,0.0,10KV0334BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3897 ,Mathematics Teaching Option ,1.0,1.0,0.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3894 ,Operations Research ,3.0,2.0,1.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3896 ,Graduate Preparation ,1.0,1.0,0.0,0.0,10KV3896BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3897 ,Mathematics Teaching Option ,38.0,15.0,23.0,0.0,10KV3897BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3894 ,Operations Research ,5.0,5.0,0.0,0.0,10KV3894BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,1438.0,Math & Computer Science ,  ,  ,9.0,6.0,3.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3895 ,Applied Mathematics ,17.0,9.0,8.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,3895 ,Applied Mathematics ,20.0,16.0,4.0,0.0,10KV3895BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,  ,  ,32.0,24.0,8.0,0.0,10KV0439BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,439.0,Mathematics ,  ,  ,36.0,17.0,19.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,461.0,Actuarial Science ,  ,  ,49.0,20.0,29.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,461.0,Actuarial Science ,  ,  ,340.0,204.0,135.0,1.0,10KV0461BSLA
2015.0,120158.0,KV ,257.0,BSLAS ,1438.0,Math & Computer Science ,  ,  ,254.0,210.0,44.0,0.0,10KV1438BSLA
2015.0,120158.0,KM ,260.0,BS ,75.0,Finance ,  ,  ,550.0,382.0,168.0,0.0,10KM0075BS
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",  ,  ,1.0,0.0,1.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5104 ,Science of the Earth System ,8.0,3.0,5.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5103 ,Society and the Environment ,10.0,3.0,7.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5103 ,Society and the Environment ,11.0,5.0,6.0,0.0,10KV5313BSLU
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5104 ,Science of the Earth System ,4.0,3.0,1.0,0.0,10KV5313BSLU
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5104 ,Science of the Earth System ,15.0,6.0,9.0,0.0,10KV5313BSLA
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",  ,  ,15.0,6.0,9.0,0.0,10KV5313BSLU
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",5103 ,Society and the Environment ,44.0,23.0,21.0,0.0,10KV5313BSLA
2015.0,120158.0,KV ,265.0,BSLAS ,5313.0,"Earth, Soc, Env Sustainability ",  ,  ,44.0,21.0,23.0,0.0,10KV5313BSLA
2015.0,120158.0,KY ,294.0,BS ,5204.0,Health ,  ,  ,1.0,0.0,1.0,0.0,10KY5204BS
2015.0,120158.0,KY ,294.0,BS ,5204.0,Health ,5220 ,Health Behavior Change ,3.0,1.0,2.0,0.0,10KY5204BS
2015.0,120158.0,KY ,294.0,BS ,5460.0,Interdisciplinary Health Sci ,5221 ,Health Diversity ,39.0,9.0,30.0,0.0,10KY5460BS
2015.0,120158.0,KY ,294.0,BS ,5460.0,Interdisciplinary Health Sci ,5220 ,Health Behavior Change ,79.0,16.0,63.0,0.0,10KY5460BS
2015.0,120158.0,KY ,294.0,BS ,5460.0,Interdisciplinary Health Sci ,5219 ,Health and Aging ,39.0,6.0,33.0,0.0,10KY5460BS
2015.0,120158.0,KY ,294.0,BS ,5460.0,Interdisciplinary Health Sci ,  ,  ,43.0,9.0,34.0,0.0,10KY5460BS
2015.0,120158.0,KV ,299.0,BSLAS ,338.0,Psychology ,  ,  ,109.0,37.0,72.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,299.0,BSLAS ,338.0,Psychology ,  ,  ,1224.0,346.0,878.0,0.0,10KV0338BSLA
2015.0,120158.0,KV ,303.0,BALAS ,1008.0,African American Studies ,  ,  ,1.0,1.0,0.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,303.0,BALAS ,1008.0,African American Studies ,  ,  ,10.0,2.0,8.0,0.0,10KV1008BALA
2015.0,120158.0,KV ,324.0,BALAS ,344.0,Sociology ,  ,  ,19.0,6.0,13.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,324.0,BALAS ,344.0,Sociology ,  ,  ,172.0,82.0,90.0,0.0,10KV0344BALA
2015.0,120158.0,KN ,335.0,BS ,5391.0,Learning and Education Studies ,5389 ,Workplace Trng & Development ,7.0,1.0,6.0,0.0,10KN5391BS
2015.0,120158.0,KN ,335.0,BS ,5391.0,Learning and Education Studies ,5417 ,"Dig. Env. Lrnng, Tchng, Agency ",1.0,0.0,1.0,0.0,10KN5391BS
2015.0,120158.0,KN ,335.0,BS ,5391.0,Learning and Education Studies ,5388 ,Ed Equlty & Cltrl Understandng ,5.0,1.0,4.0,0.0,10KN5391BS
2015.0,120158.0,KN ,335.0,BS ,5391.0,Learning and Education Studies ,5387 ,Applied Learning Science ,5.0,2.0,3.0,0.0,10KN5391BS
2015.0,120158.0,KN ,335.0,BS ,5391.0,Learning and Education Studies ,  ,  ,9.0,1.0,8.0,0.0,10KN5391BS
2015.0,120158.0,KL ,342.0,BS ,5318.0,Agric Leadership & Sci Educ ,5319 ,Agricultural Science Education ,24.0,8.0,16.0,0.0,10KL5319BS
2015.0,120158.0,KL ,342.0,BS ,5318.0,Agric Leadership & Sci Educ ,5320 ,Agricultural Leadership Educ ,31.0,13.0,18.0,0.0,10KL5320BS
2015.0,120158.0,KP ,343.0,BS ,408.0,Bioengineering ,  ,  ,249.0,130.0,119.0,0.0,10KP0408BS
2015.0,120158.0,KM ,346.0,BS ,71.0,Accountancy ,  ,  ,945.0,495.0,450.0,0.0,10KM0071BS
2015.0,120158.0,KV ,362.0,BALAS ,285.0,E Asian Languages & Cultures ,  ,  ,4.0,1.0,3.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,362.0,BALAS ,285.0,E Asian Languages & Cultures ,  ,  ,41.0,14.0,27.0,0.0,10KV0285BALA
2015.0,120158.0,KV ,383.0,BALAS ,438.0,Integrative Biology ,  ,  ,1.0,0.0,1.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,383.0,BSLAS ,438.0,Integrative Biology ,  ,  ,12.0,5.0,7.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,383.0,BSLAS ,438.0,Integrative Biology ,5028 ,Honors Integrative Biology ,8.0,1.0,7.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,383.0,BSLAS ,438.0,Integrative Biology ,5028 ,Honors Integrative Biology ,34.0,13.0,21.0,0.0,10KV5028BSLA
2015.0,120158.0,KV ,383.0,BSLAS ,438.0,Integrative Biology ,  ,  ,347.0,134.0,213.0,0.0,10KV0438BSLA
2015.0,120158.0,KV ,397.0,BSLAS ,314.0,Biology ,3993 ,Biology Teacher Educ Option ,5.0,2.0,3.0,0.0,10KV3993BSLA
2015.0,120158.0,KV ,397.0,BSLAS ,314.0,Biology ,3993 ,Biology Teacher Educ Option ,1.0,1.0,0.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,405.0,BALAS ,74.0,Economics ,  ,  ,77.0,52.0,25.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,405.0,BALAS ,74.0,Economics ,  ,  ,817.0,602.0,215.0,0.0,10KV0074BALA
2015.0,120158.0,KT ,408.0,BS ,279.0,Communications ,  ,  ,1.0,1.0,0.0,0.0,10KT0279BS
2015.0,120158.0,KT ,408.0,BS ,277.0,Advertising ,  ,  ,562.0,182.0,380.0,0.0,10KT0277BS
2015.0,120158.0,KV ,413.0,BS ,335.0,Chemistry ,5023 ,Environmental Chemistry ,3.0,2.0,1.0,0.0,10KV5023BS
2015.0,120158.0,KV ,413.0,BSLAS ,335.0,Chemistry ,3918 ,Chemistry Teaching Option ,8.0,3.0,5.0,0.0,10KV3918BSLA
2015.0,120158.0,KV ,413.0,BSLAS ,335.0,Chemistry ,  ,  ,27.0,16.0,11.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,413.0,BSLAS ,5350.0,Computer Sci & Chemistry ,  ,  ,27.0,18.0,9.0,0.0,10KV5350BSLA
2015.0,120158.0,KV ,413.0,BSLAS ,335.0,Chemistry ,  ,  ,304.0,175.0,129.0,0.0,10KV0335BSLA
2015.0,120158.0,KV ,413.0,BS ,335.0,Chemistry ,  ,  ,232.0,141.0,91.0,0.0,10KV0335BS
2015.0,120158.0,KV ,415.0,BSLAS ,433.0,Molecular and Cellular Biology ,5121 ,Honors ,5.0,3.0,2.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,415.0,BSLAS ,433.0,Molecular and Cellular Biology ,5121 ,Honors ,39.0,18.0,21.0,0.0,10KV0433BSLA
2015.0,120158.0,KV ,415.0,BSLAS ,433.0,Molecular and Cellular Biology ,  ,  ,110.0,55.0,55.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,415.0,BSLAS ,433.0,Molecular and Cellular Biology ,  ,  ,887.0,441.0,446.0,0.0,10KV0433BSLA
2015.0,120158.0,KP ,422.0,BS ,124.0,General Engineering ,  ,  ,230.0,172.0,58.0,0.0,10KP0124BS
2015.0,120158.0,KP ,422.0,BS ,127.0,Industrial Engineering ,  ,  ,277.0,201.0,76.0,0.0,10KP0127BS
2015.0,120158.0,KV ,430.0,BSLAS ,333.0,Astronomy ,  ,  ,1.0,1.0,0.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,430.0,BSLAS ,5349.0,Computer Sci & Astronomy ,  ,  ,18.0,14.0,4.0,0.0,10KV5349BSLA
2015.0,120158.0,KV ,430.0,BSLAS ,333.0,Astronomy ,  ,  ,54.0,34.0,20.0,0.0,10KV0333BSLA
2015.0,120158.0,KP ,434.0,BS ,112.0,Computer Science ,5458 ,BS/MCS Computer Science ,26.0,23.0,3.0,0.0,10KP5458BS
2015.0,120158.0,KP ,434.0,BS ,112.0,Computer Science ,1854 ,CS:BS/MS Program ,27.0,22.0,5.0,0.0,10KP1854BS
2015.0,120158.0,KP ,434.0,BS ,112.0,Computer Science ,  ,  ,1060.0,848.0,212.0,0.0,10KP0112BS
2015.0,120158.0,KT ,436.0,BS ,5201.0,Media and Cinema Studies ,3869 ,Cinema Studies ,36.0,18.0,18.0,0.0,10KT5201BS
2015.0,120158.0,KT ,436.0,BS ,5201.0,Media and Cinema Studies ,  ,  ,16.0,5.0,11.0,0.0,10KT5201BS
2015.0,120158.0,KT ,436.0,BS ,5201.0,Media and Cinema Studies ,5205 ,Media Studies ,35.0,11.0,24.0,0.0,10KT5201BS
2015.0,120158.0,KV ,438.0,BS ,318.0,Biochemistry ,  ,  ,166.0,86.0,80.0,0.0,10KV0318BS
2015.0,120158.0,KV ,451.0,BALAS ,342.0,History ,  ,  ,11.0,7.0,4.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,451.0,BALAS ,342.0,History ,5280 ,Social Science: History Tchng ,40.0,19.0,21.0,0.0,10KV0342BALA
2015.0,120158.0,KV ,451.0,BALAS ,342.0,History ,  ,  ,154.0,95.0,59.0,0.0,10KV0342BALA
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5005 ,Farm Management ,25.0,22.0,3.0,0.0,10KL5005BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,24.0,10.0,14.0,0.0,10KL5008BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5003 ,Agri-Accounting ,65.0,36.0,29.0,0.0,10KL5003BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5316 ,Finance in Agri-Business ,73.0,52.0,21.0,0.0,10KL5316BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5011 ,Public Policy and Law ,63.0,31.0,32.0,0.0,10KL5011BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,98.0,74.0,24.0,0.0,10KL5007BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5136 ,Financial Planning ,94.0,65.0,29.0,0.0,10KL5136BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",53.0,28.0,25.0,0.0,10KL5010BS
2015.0,120158.0,KL ,470.0,BS ,176.0,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,174.0,127.0,47.0,0.0,10KL5006BS
2015.0,120158.0,KV ,489.0,BALAS ,313.0,Speech Communication ,  ,  ,1.0,1.0,0.0,0.0,10KV0313BALA
2015.0,120158.0,KV ,489.0,BALAS ,5164.0,Communication ,  ,  ,29.0,8.0,21.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,489.0,BALAS ,5164.0,Communication ,  ,  ,703.0,288.0,415.0,0.0,10KV5164BALA
2015.0,120158.0,KV ,490.0,BALAS ,5197.0,Religion ,  ,  ,7.0,4.0,3.0,0.0,10KV5197BALA
2015.0,120158.0,KR ,495.0,BMUS ,161.0,Open Studies ,  ,  ,3.0,0.0,3.0,0.0,10KR0161BMUS
2015.0,120158.0,KR ,495.0,BMUS ,1481.0,Musicology ,  ,  ,3.0,1.0,2.0,0.0,10KR1481BMUS
2015.0,120158.0,KR ,495.0,BME ,168.0,Music Education ,3932 ,Elementary General Music ,13.0,1.0,12.0,0.0,10KR3932BME
2015.0,120158.0,KR ,495.0,BME ,168.0,Music Education ,3930 ,Choral Music ,41.0,13.0,28.0,0.0,10KR3930BME
2015.0,120158.0,KR ,495.0,BMUS ,159.0,Music Composition ,  ,  ,8.0,7.0,1.0,0.0,10KR0159BMUS
2015.0,120158.0,KR ,495.0,BMUS ,5045.0,Jazz Performance ,  ,  ,31.0,30.0,1.0,0.0,10KR5045BMUS
2015.0,120158.0,KR ,495.0,BA ,265.0,Music ,  ,  ,26.0,21.0,5.0,0.0,10KR0265BA
2015.0,120158.0,KR ,495.0,BMUS ,157.0,Voice ,  ,  ,28.0,6.0,22.0,0.0,10KR0157BMUS
2015.0,120158.0,KR ,495.0,AD ,265.0,Music ,  ,  ,7.0,2.0,5.0,0.0,10KS0265AD
2015.0,120158.0,KR ,495.0,BME ,168.0,Music Education ,3931 ,Instrumental Music ,114.0,53.0,61.0,0.0,10KR3931BME
2015.0,120158.0,KR ,495.0,BMUS ,158.0,Instrumental Music ,  ,  ,76.0,33.0,43.0,0.0,10KR0158BMUS
2015.0,120158.0,KV ,499.0,BALAS ,311.0,English ,3916 ,English Teaching Option ,1.0,0.0,1.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,499.0,BALAS ,420.0,Rhetoric ,3892 ,Creative Writing ,2.0,0.0,2.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,499.0,BALAS ,311.0,English ,  ,  ,22.0,5.0,17.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,499.0,BALAS ,5347.0,Creative Writing ,  ,  ,5.0,0.0,5.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,499.0,BALAS ,420.0,Rhetoric ,3892 ,Creative Writing ,6.0,3.0,3.0,0.0,10KV3892BALA
2015.0,120158.0,KV ,499.0,BALAS ,311.0,English ,3916 ,English Teaching Option ,55.0,10.0,45.0,0.0,10KV3916BALA
2015.0,120158.0,KV ,499.0,BALAS ,5347.0,Creative Writing ,  ,  ,69.0,24.0,45.0,0.0,10KV5347BALA
2015.0,120158.0,KV ,499.0,BALAS ,311.0,English ,  ,  ,265.0,84.0,181.0,0.0,10KV0311BALA
2015.0,120158.0,KV ,514.0,BALAS ,308.0,Classics ,0309 ,Greek ,1.0,1.0,0.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,514.0,BALAS ,308.0,Classics ,0310 ,Latin ,1.0,1.0,0.0,0.0,10KV0310BALA
2015.0,120158.0,KV ,514.0,BALAS ,308.0,Classics ,3877 ,Classical Archaeology ,1.0,1.0,0.0,0.0,10KV3877BALA
2015.0,120158.0,KV ,514.0,BALAS ,308.0,Classics ,3878 ,Classical Civilization ,1.0,0.0,1.0,0.0,10KV3878BALA
2015.0,120158.0,KV ,514.0,BALAS ,308.0,Classics ,  ,  ,8.0,3.0,5.0,0.0,10KV0308BALA
2015.0,120158.0,KR ,526.0,BFA ,154.0,Sculpture ,  ,  ,1.0,0.0,1.0,0.0,10KR0154BFA
2015.0,120158.0,KR ,526.0,BFA ,169.0,Art Education ,  ,  ,25.0,4.0,21.0,0.0,10KR0169BFA
2015.0,120158.0,KR ,526.0,BFA ,149.0,Crafts ,3933 ,Ceramics ,2.0,0.0,2.0,0.0,10KR3933BFA
2015.0,120158.0,KR ,526.0,BFA ,151.0,Photography ,  ,  ,9.0,1.0,8.0,0.0,10KR0151BFA
2015.0,120158.0,KR ,526.0,BFA ,150.0,History of Art ,  ,  ,5.0,0.0,5.0,0.0,10KR0150BFA
2015.0,120158.0,KR ,526.0,BFA ,5128.0,New Media ,  ,  ,17.0,10.0,7.0,0.0,10KR5128BFA
2015.0,120158.0,KR ,526.0,BFA ,153.0,Painting ,  ,  ,20.0,4.0,16.0,0.0,10KR0153BFA
2015.0,120158.0,KR ,526.0,BFA ,149.0,Crafts ,3935 ,Metals ,14.0,1.0,12.0,1.0,10KR3935BFA
2015.0,120158.0,KR ,526.0,BFA ,148.0,Graphic Design ,  ,  ,94.0,19.0,75.0,0.0,10KR0148BFA
2015.0,120158.0,KR ,526.0,BFA ,152.0,Industrial Design ,  ,  ,132.0,53.0,79.0,0.0,10KR0152BFA
2015.0,120158.0,KL ,538.0,BS ,2.0,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",1.0,0.0,1.0,0.0,10KL0006BS
2015.0,120158.0,KL ,538.0,BS ,2.0,Animal Sciences ,0007 ,Food Animal Science ,1.0,0.0,1.0,0.0,10KL0007BS
2015.0,120158.0,KL ,538.0,BS ,8501.0,Agriculture ,8596 ,Animal Sciences ,1.0,1.0,0.0,0.0,10KL8596BS
2015.0,120158.0,KL ,538.0,BS ,2.0,Animal Sciences ,5267 ,Technology and Management ,42.0,12.0,30.0,0.0,10KL0002BS
2015.0,120158.0,KL ,538.0,BS ,2.0,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,70.0,8.0,62.0,0.0,10KL0002BS
2015.0,120158.0,KL ,538.0,BS ,2.0,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",409.0,63.0,346.0,0.0,10KL0002BS
2015.0,120158.0,KV ,553.0,BALAS ,4097.0,"Russian, E Eur, Eurasian St ",  ,  ,4.0,1.0,3.0,0.0,10KV4097BALA
2015.0,120158.0,KR ,569.0,BLA ,156.0,Landscape Architecture ,  ,  ,63.0,27.0,36.0,0.0,10KR0156BLA
2015.0,120158.0,KN ,570.0,BS ,93.0,Special Education ,  ,  ,125.0,10.0,115.0,0.0,10KN0093BS
2015.0,120158.0,KV ,580.0,BALAS ,150.0,History of Art ,  ,  ,1.0,0.0,1.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,580.0,BALAS ,3865.0,Interdisciplinary ,3867 ,Renaissance Studies ,1.0,0.0,1.0,0.0,10KV3867BALA
2015.0,120158.0,KV ,580.0,BSLAS ,240.0,Physics ,3919 ,Physics Teaching Option ,2.0,1.0,1.0,0.0,10KV3919BSLA
2015.0,120158.0,KV ,580.0,BSLAS ,463.0,Individual Plans of Study ,  ,  ,7.0,3.0,4.0,0.0,10KV0463BSLA
2015.0,120158.0,KV ,580.0,BALAS ,3865.0,Interdisciplinary ,  ,  ,3.0,2.0,1.0,0.0,10KV3865BALA
2015.0,120158.0,KV ,580.0,BALAS ,5206.0,Global Studies ,  ,  ,36.0,6.0,30.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,580.0,BALAS ,150.0,History of Art ,  ,  ,17.0,1.0,16.0,0.0,10KV0150BALA
2015.0,120158.0,KV ,580.0,BSLAS ,240.0,Physics ,  ,  ,18.0,17.0,1.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,580.0,BALAS ,5206.0,Global Studies ,  ,  ,166.0,45.0,121.0,0.0,10KV5206BALA
2015.0,120158.0,KV ,580.0,BSLAS ,240.0,Physics ,  ,  ,125.0,106.0,19.0,0.0,10KV0240BSLA
2015.0,120158.0,KV ,580.0,BS ,240.0,Physics ,  ,  ,241.0,208.0,33.0,0.0,10KV0240BS
2015.0,120158.0,KY ,581.0,BS ,351.0,Kinesiology ,4049 ,Teacher Education K-12 ,10.0,6.0,4.0,0.0,10KY4049BS
2015.0,120158.0,KY ,581.0,BS ,349.0,Community Health ,0495 ,Rehab & Disability Studies ,68.0,21.0,47.0,0.0,10KY0495BS
2015.0,120158.0,KY ,581.0,BS ,349.0,Community Health ,0473 ,Health Education ,140.0,21.0,119.0,0.0,10KY0473BS
2015.0,120158.0,KY ,581.0,BS ,349.0,Community Health ,  ,  ,71.0,25.0,46.0,0.0,10KY0349BS
2015.0,120158.0,KY ,581.0,BS ,349.0,Community Health ,0474 ,Health Planning & Admin ,302.0,74.0,228.0,0.0,10KY0474BS
2015.0,120158.0,KY ,581.0,BS ,351.0,Kinesiology ,  ,  ,537.0,221.0,316.0,0.0,10KY0351BS
2015.0,120158.0,KV ,583.0,BSLAS ,464.0,Statistics & Computer Science ,  ,  ,7.0,5.0,2.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,583.0,BSLAS ,329.0,Statistics ,  ,  ,45.0,26.0,19.0,0.0,10KV8037BSLA
2015.0,120158.0,KV ,583.0,BSLAS ,464.0,Statistics & Computer Science ,  ,  ,100.0,81.0,19.0,0.0,10KV0464BSLA
2015.0,120158.0,KV ,583.0,BSLAS ,329.0,Statistics ,  ,  ,145.0,92.0,53.0,0.0,10KV0329BSLA
2015.0,120158.0,KV ,585.0,BA ,297.0,Teaching of Spanish ,  ,  ,10.0,0.0,10.0,0.0,10KV0297BA
2015.0,120158.0,KV ,585.0,BALAS ,306.0,Portuguese ,  ,  ,1.0,0.0,1.0,0.0,10KV0306BALA
2015.0,120158.0,KV ,585.0,BALAS ,307.0,Spanish ,  ,  ,6.0,2.0,4.0,0.0,10KV8037BALA
2015.0,120158.0,KV ,585.0,BALAS ,307.0,Spanish ,  ,  ,70.0,15.0,55.0,0.0,10KV0307BALA
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3957 ,ECh: Anthropology ,1.0,0.0,1.0,0.0,10KN3957BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3960 ,ECh: Biology ,1.0,0.0,1.0,0.0,10KN3960BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3963 ,ECh: Earth Science ,1.0,0.0,1.0,0.0,10KN3963BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3969 ,ECh: Linguistics ,2.0,0.0,2.0,0.0,10KN3969BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3970 ,ECh: Mathematics ,5.0,0.0,5.0,0.0,10KN3970BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3976 ,ECh: Sociology ,3.0,0.0,3.0,0.0,10KN3976BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,4014 ,ECh: Spanish ,6.0,0.0,6.0,0.0,10KN4014BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3936 ,EIEd: Anthropology ,1.0,0.0,1.0,0.0,10KN3936BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3937 ,EIEd: Art ,2.0,0.0,2.0,0.0,10KN3937BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3950 ,EIEd: Music ,1.0,0.0,1.0,0.0,10KN3950BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3995 ,EIEd: Chinese ,2.0,0.0,2.0,0.0,10KN3995BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3997 ,EIEd: German ,1.0,1.0,0.0,0.0,10KN3997BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,5194 ,ESL/Bilingual Education ,29.0,1.0,28.0,0.0,10KN5194BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,5251 ,ElEd: Korean ,2.0,0.0,2.0,0.0,10KN5251BS
2015.0,120158.0,KN ,613.0,BS ,94.0,Early Childhood Education ,3968 ,ECh: Language arts ,6.0,0.0,6.0,0.0,10KN3968BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3946 ,EIEd: History ,6.0,1.0,5.0,0.0,10KN3946BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,3996 ,EIEd: French ,1.0,0.0,1.0,0.0,10KN3996BS
2015.0,120158.0,KN ,613.0,BS ,95.0,Elementary Education ,4004 ,EIEd: Spanish ,21.0,1.0,20.0,0.0,10KN4004BS
